https://www.pm.gc.ca/en/news/media-advisories/2026/05/08/saturday-may-9-2026;2026-05-09 02:00:00-04:00;None;Toronto, Ontario;-79.3839347;43.6534817; The Prime Minister will deliver remarks at the 2026 Global Progress Action Summit.;Notes for media:Open coverageMedia wishing to cover the event are asked to contact media@pmo-cpm.gc.ca to confirm their attendance. Details on how to participate will be provided upon registration.Media are asked to arrive no later than 1:00 p.m.
https://www.pm.gc.ca/en/news/media-advisories/2026/05/07/friday-may-8-2026;2026-05-08 09:30:00-04:00;None;National Capital Region, Canada;-75.6901106;45.4208777;The Prime Minister will meet with the Premier of Alberta, Danielle Smith.;Note for media:Pooled photo opportunity at the beginning of the meeting
https://www.pm.gc.ca/en/news/media-advisories/2026/05/07/friday-may-8-2026;2026-05-08 04:20:00-04:00;None;Toronto, Ontario;-79.3839347;43.6534817;The Prime Minister will visit a youth sports facility.;Note for media:Pooled photo opportunity
https://www.pm.gc.ca/en/news/media-advisories/2026/05/07/friday-may-8-2026;2026-05-08 05:30:00-04:00;None;Toronto, Ontario;-79.3839347;43.6534817;The Prime Minister will meet with the President of Guyana, Dr. Mohamed Irfaan Ali.;Note for media:Pooled photo opportunity at the beginning of the meeting
https://www.pm.gc.ca/en/news/media-advisories/2026/05/07/friday-may-8-2026;2026-05-08 07:00:00-04:00;None;Toronto, Ontario;-79.3839347;43.6534817;The Prime Minister will attend a dinner hosted by Canada 2020.;Closed to media
https://www.pm.gc.ca/en/news/media-advisories/2026/05/06/thursday-may-7-2026;2026-05-07 09:00:00-04:00;None;National Capital Region, Canada;-75.6901106;45.4208777;The Prime Minister will chair the Cabinet meeting.;West BlockParliament Hill
https://www.pm.gc.ca/en/news/media-advisories/2026/05/06/thursday-may-7-2026;2026-05-07 02:00:00-04:00;None;National Capital Region, Canada;-75.6901106;45.4208777;The Prime Minister will meet with Her Royal Highness Princess Margriet of the Netherlands.;Note for media:Pooled photo opportunity at the beginning of the meeting
https://www.pm.gc.ca/en/news/media-advisories/2026/05/05/wednesday-may-6-2026;2026-05-06 10:00:00-04:00;None;National Capital Region, Canada;-75.6901106;45.4208777; The Prime Minister will attend the National Caucus meeting.;West BlockParliament Hill
https://www.pm.gc.ca/en/news/media-advisories/2026/05/05/wednesday-may-6-2026;2026-05-06 02:25:00-04:00;None;Mirabel, Québec;-73.9838454;45.6323151; The Prime Minister will participate in an event to announce a new investment in the Canadian aerospace industry.;Notes for media:Open coverageMedia wishing to cover the event are asked to contact media@pmo-cpm.gc.ca to confirm their attendance. Details on how to participate will be provided upon registration.Media are asked to arrive no later than 1:45 p.m.
https://www.pm.gc.ca/en/news/media-advisories/2026/05/05/wednesday-may-6-2026;2026-05-06 04:25:00-04:00;None;Mirabel, Québec;-73.9838454;45.6323151; The Prime Minister will visit a local business to highlight recent funding to protect our workers and industries.;Note for media:Pooled photo opportunity
https://www.pm.gc.ca/en/news/media-advisories/2026/05/04/tuesday-may-5-2026;2026-05-05 08:45:00-04:00;None;National Capital Region, Canada;-75.6901106;45.4208777;The Prime Minister will participate in a Sacred Bundle Ceremony with the National Family and Survivors Circle to commemorate the National Day of Awareness for Missing and Murdered Indigenous Women, Girls and 2SLGBTQI+ People.;Closed to media
https://www.pm.gc.ca/en/news/media-advisories/2026/05/04/tuesday-may-5-2026;2026-05-05 10:30:00-04:00;None;National Capital Region, Canada;-75.6901106;45.4208777;The Prime Minister will announce a new appointment.;Notes for media:Open coverageMedia wishing to cover the event are asked to contact media@pmo-cpm.gc.ca to confirm their attendance. Details on how to participate will be provided upon registration.Media are asked to arrive no later than 9:45 a.m.
https://www.pm.gc.ca/en/news/media-advisories/2026/05/04/tuesday-may-5-2026;2026-05-05 02:15:00-04:00;None;National Capital Region, Canada;-75.6901106;45.4208777;The Prime Minister will attend Question Period.;West BlockParliament Hill
